String ID,Dev Notes / Context,Character Limit,Text,
"Heeeey! The Ghoul slaughterer is back!\nOkay Hunter, now it's time to go deeper into the village and find out more about that crystal.\nBe careful",Quest descriptions,1024,"Heeeey ! Le massacreur de goules est de retour !\nOK Chasseur, maintenant il est temps d'aller plus loin dans le village et d'en apprendre plus sur ce cristal.\nFais gaffe",
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,"Quand t'es allé à la station radio tu as dû remarquer le bâtiment là-bas, peut-être même que t'as essayé d'entrer.\nLe bruit court que c'était un ancien labo de la Corporation Cramoisie.\nL'entrée est verrouillée et il faut une carte-clé pour entrer, malheureusement personne ici n'en a une.\nAlors j'ai envoyé mon gars, Marat Loginov, chercher la clé. Il semble en avoir trouvé une abîmée mais on pourra peut-être la réparer ou en faire une copie.\nMon gars opère dans la zone industrielle, il a une petite base au nord-ouest, parmi les wagons abandonnés. J'ai pas de nouvelles depuis des jours, mais c'est pas inhabituel.\nVa dans la zone industrielle, trouve-le et ramène-moi la clé.",
"Strange electrical anomalies you say? Damn!\nWe need to repair that radio tower Hunter, it will allow us to get news from the surrounding areas.\nDon't worry about the anomalies, I'm sure anything that moves can be killed eheh.\nI will also give you the repair kit, the tower is located inside the fence in the northwest part.\nGood luck!",Quest descriptions,1024,"Des anomalies électriques étranges tu dis ? Merde !\nOn doit réparer cette tour radio Chasseur, ça nous permettra d'avoir des nouvelles des zones environnantes.\nT'inquiète pour les anomalies, je suis sûr que tout ce qui bouge peut être tué eheh.\nJe te donne aussi le kit de réparation, la tour est à l'intérieur de la clôture dans la partie nord-ouest.\nBonne chance !",
The radio tower,Quest names,64,La tour radio,
"It is time to repair the radio tower in the makeshift camp.\nFirst of all, I would ask you to inspect the radio station. You've probably already noticed all those strange electrical anomalies in the area.\nThe good news is that they can apparently be killed, but that doesn't concern you right now.\nWhat you need to do is find the location of the radio station, which should be easy to find on the map as it is a paved area, and inspect the entrance.\nSee if those strange anomalies are still there.",Quest descriptions,1024,"Il est temps de réparer la tour radio au camp improvisé.\nD'abord, je te demande d'inspecter la station radio. T'as probablement déjà remarqué toutes ces étranges anomalies électriques dans la zone.\nLa bonne nouvelle c'est qu'elles peuvent apparemment être tuées, mais ça te concerne pas pour l'instant.\nCe que tu dois faire c'est trouver l'emplacement de la station radio, ça devrait être facile à repérer sur la carte car c'est une zone pavée, et inspecter l'entrée.\nVois si ces étranges anomalies sont toujours là.",
Locate the radio tower,Quest objectives,128,Localiser la tour radio,
Necessary components,Quest names,64,Composants nécessaires,
"We need some electronic equipment so try to accumulate as much as possible.\nFor now we are still inspecting the antenna but we have already noticed that some of the electrical wires are damaged and we need to replace them, so bring me some new ones.",Quest descriptions,1024,"On a besoin d'équipement électronique donc essaie d'en accumuler le plus possible.\nPour l'instant on inspecte encore l'antenne mais on a déjà remarqué que certains câbles électriques sont endommagés et faut les remplacer, alors ramène-m'en des neufs.",
Find 8 wires,Quest objectives,128,Trouver 8 câbles,
Upgrade,Quest names,64,Amélioration,
Are you in for a hunt for electrical components?\nWe are thinking of upgrading my station and need parts.,Quest descriptions,1024,T'es partant pour chasser des composants électriques ?\nOn pense à améliorer ma station et on a besoin de pièces.,
Find 8 wires,Quest objectives,128,Trouver 8 câbles,
Fix the radio tower,Quest names,64,Réparer la tour radio,
"Looks like those anomalies are still in the radio station.\nWell, Hunter, you're going to have to fight your way through.\nWhat you need to do is repair the radio tower outside, it's the red and white one with horizontal stripes.\nDon't forget to buy the repair kit from me!",Quest descriptions,1024,"On dirait que ces anomalies sont toujours dans la station radio.\nEh bien Chasseur, tu vas devoir te frayer un chemin en combattant.\nCe que tu dois faire c'est réparer la tour radio dehors, c'est celle rouge et blanche avec des rayures horizontales.\nN'oublie pas d'acheter le kit de réparation chez moi !",
Fix the radio tower,Quest objectives,128,Réparer la tour radio,
Medikit,Quest names,64,Medikit,
"Hey Hunter!\nI'm running low on medikits, so try to get some during your hunts.\nDon't worry, I'll pay you.",Quest descriptions,1024,"Hey Chasseur !\nJe commence à manquer de medikits, alors essaie d'en ramener pendant tes chasses.\nT'inquiète, je te paierai.",
Find 15 scrap med,Quest objectives,128,Trouver 15 med scrap,
Tons of meds!,Quest names,64,Des tonnes de médocs !,
"Listen, Hunter, there's always a need for medikits here so if you want to bring me more I'll make sure I pay you well.",Quest descriptions,1024,"Écoute Chasseur, il y a toujours besoin de medikits ici donc si tu veux m'en ramener plus je m'assurerai de bien te payer.",
Find 50 scrap med,Quest objectives,128,Trouver 50 med scrap,
Radiation effect,Quest names,64,Effet de radiation,
"I would like to examine the effect of radiation on the human body.\nTo do this I need someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.",Quest descriptions,1024,J'aimerais examiner l'effet de la radiation sur le corps humain.\nPour ça j'ai besoin de quelqu'un prêt à absorber une grande quantité de radiation et à me rapporter les symptômes.\nFais pas cette tête Chasseur. Je te demande pas de le faire mais si tu veux être payé pour un boulot simple le voici.\nTu dois atteindre le niveau de radiation orange.,
Reach orange lvl of radiation,Quest objectives,128,Atteindre le niveau orange de radiation,
Laboratory p.1,Quest names,64,Laboratoire p.1,
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one and I don't think the Crimson Corporation will give us one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,"Quand t'es allé à la station radio tu as dû remarquer le bâtiment là-bas, peut-être même que t'as essayé d'entrer.\nLe bruit court que c'était un ancien labo de la Corporation Cramoisie.\nL'entrée est verrouillée et il faut une carte-clé pour entrer, malheureusement personne ici n'en a une et je pense pas que la Corporation Cramoisie nous en donnera une.\nAlors j'ai envoyé mon gars, Marat Loginov, chercher la clé. Il semble en avoir trouvé une abîmée mais on pourra peut-être la réparer ou en faire une copie.\nMon gars opère dans la zone industrielle, il a une petite base au nord-ouest, parmi les wagons abandonnés. J'ai pas de nouvelles depuis des jours, mais c'est pas inhabituel.\nVa dans la zone industrielle, trouve-le et ramène-moi la clé.",
Find the laboratory key,Quest objectives,128,Trouver la clé du laboratoire,
Laboratory p.2,Quest names,64,Laboratoire p.2,
"So Marat is dead? Man, he was good at his job.\nFortunately, it appears the key you recovered is in good condition. \nNot good enough to use, but we can make a copy.\nAt the moment we don't have the necessary equipment but if you bring me some items we can repair it.",Quest descriptions,1024,"Donc Marat est mort ? Mec, il était bon dans son boulot.\nHeureusement, on dirait que la clé que t'as récupérée est en bon état.\nPas assez pour l'utiliser, mais on peut en faire une copie.\nPour l'instant on a pas l'équipement nécessaire mais si tu m'apportes certains objets on pourra la réparer.",
Find 3 CPUs,Quest objectives,128,Trouver 3 CPU,
Laboratory p.3,Quest names,64,Laboratoire p.3,
"Great, Hunter!\nNow I can make a copy of the key card for the lab.\nIt will take me a while but I think I will be done by tomorrow morning and you can purchase it from me.\nOnce you've got the key you'll have to make your way to the lab and enter.\nNo one knows what's in there, so be careful. I also suggest you bring a torch because it will be pitch black.\nOnce inside explore it well and try to recover some samples, even I do not know what to look for but I'm sure you'll understand once you find it.\nGood luck, Hunter!",Quest descriptions,1024,"Super, Chasseur !\nMaintenant je peux faire une copie de la carte-clé pour le labo.\nÇa va me prendre un peu de temps mais je pense que ce sera prêt demain matin et tu pourras l'acheter chez moi.\nUne fois que t'as la clé tu devras te rendre au labo et entrer.\nPersonne sait ce qu'il y a dedans, alors fais gaffe. Je te conseille aussi d'apporter une lampe torche parce que ce sera noir comme dans un four.\nUne fois dedans explore bien et essaie de récupérer des échantillons, même moi je sais pas quoi chercher mais je suis sûr que tu comprendras une fois que tu le trouveras.\nBonne chance, Chasseur !",
Explore the laboratory,Quest objectives,128,Explorer le laboratoire,
Eyes everywhere,Quest names,64,Des yeux partout,
"So you want to do some missions for crimson Corporation?\nOK, let's start with something simple. As you know our relationship with the green army is not good, so we need to know what their intentions are.\nBuy a CCTV camera from me and place it in the Green Army headquarters in the ZERO Sievert bunker.\nPlace it in the bookshelf, it should be fine there.",Quest descriptions,1024,"Donc tu veux faire des missions pour la Corporation Cramoisie ?\nOK, commençons par quelque chose de simple. Comme tu sais notre relation avec l'Armée verte est pas bonne, donc on a besoin de savoir quelles sont leurs intentions.\nAchète une caméra CCTV chez moi et place-la au QG de l'Armée verte dans le bunker ZERO Sievert.\nPlace-la sur l'étagère, ça devrait être bon là.",
Place the CCTV camera,Quest objectives,128,Placer la caméra CCTV,
Cleanup,Quest names,64,Nettoyage,
"Nice job with the CCTV camera hunter! Thanks to you we know their movements in Zakov.\nNow it's time to do some cleanup eheh.\nKill 15 soldiers of the Green Army. Soldiers patrol the forest and makeshift camps, there are not many of them and unfortunately we do not know their exact location so you will have to find them yourself.\nIf you complete this mission for us, you won't have to pay to enter.",Quest descriptions,1024,"Beau boulot avec la caméra CCTV chasseur ! Grâce à toi on connaît leurs mouvements à Zakov.\nMaintenant c'est l'heure de faire un peu de nettoyage eheh.\nTue 15 soldats de l'Armée verte. Les soldats patrouillent dans la forêt et les camps improvisés, y en a pas beaucoup et malheureusement on connaît pas leur emplacement exact donc tu devras les trouver toi-même.\nSi tu termines cette mission pour nous, tu auras pas à payer pour entrer.",
Kill 15 Green Army soldiers,Quest objectives,128,Tuer 15 soldats de l'Armée verte,
Meat for Igor,Quest names,64,Viande pour Igor,
Would you bring me 10 pieces of raw meat?\nYou'd be doing me a big favour.,Quest descriptions,1024,Pourrais-tu m'apporter 10 morceaux de viande crue ?\nTu me rendrais un grand service.,
Collect 10 raw meat,Quest objectives,128,Collecter 10 viande crue,
Materials,Quest names,64,Matériaux,
"Hey Hunter!\nI can't take you past the makeshift camp because some sections of the railway have to be repaired.\nWe're working on it but if you want to help, it would be quicker.\nBring me these items and we will repair the section.",Quest descriptions,1024,"Hey Chasseur !\nJe peux pas t'emmener plus loin que le camp improvisé parce que certaines sections de la voie ferrée doivent être réparées.\nOn y travaille mais si tu veux aider, ça ira plus vite.\nRamène-moi ces objets et on réparera la section.",
Collect 40 scrap material,Quest objectives,128,Collecter 40 matériaux scrap,
Documents p.1,Quest names,64,Documents p.1,
"One of our hunters and my personal friend was on a special mission, trying to find the location of valuable documents.\nWe lost his contact when he entered the makeshift camp, fortunately we still have his last detected position.\nGo to the makeshift camp and find out what happened to him.\nI hope he is still alive...",Quest descriptions,1024,"Un de nos chasseurs et mon ami personnel était en mission spéciale, il essayait de trouver l'emplacement de documents précieux.\nOn a perdu son contact quand il est entré dans le camp improvisé, heureusement on a encore sa dernière position détectée.\nVa au camp improvisé et découvre ce qui lui est arrivé.\nJ'espère qu'il est encore en vie...",
Find the missing Hunter,Quest objectives,128,Trouver le Chasseur disparu,
Documents p.2,Quest names,64,Documents p.2,
"So he's dead... May he rest in peace.\nThe good news is that he found the location of the documents, from his notes it seems they are in the police station in the forest village.\nThe bad news is that you'll have to fight your way in, as you know there are much more organised bandits stationed there.\nThe documents should be inside a safe, when you're inside the station try looking around.\nGood luck Hunter!",Quest descriptions,1024,"Donc il est mort... Qu'il repose en paix.\nLa bonne nouvelle c'est qu'il a trouvé l'emplacement des documents, d'après ses notes ils sont au poste de police dans le village de la forêt.\nLa mauvaise nouvelle c'est que tu vas devoir te frayer un chemin en combattant, comme tu sais il y a des bandits beaucoup plus organisés stationnés là-bas.\nLes documents devraient être dans un coffre, quand t'es à l'intérieur du poste essaie de regarder autour.\nBonne chance Chasseur !",
Retrieve the documents,Quest objectives,128,Récupérer les documents,
Find the crystal in the swamp,Quest objectives,128,Trouver le cristal dans le marais,
Inspect the village,Quest names,64,Inspecter le village,
Clear the way,Quest names,64,Dégager le chemin,
The War,Quest names,64,La Guerre,
The missing spy,Quest names,64,L'espion disparu,
The sewers,Quest names,64,Les égouts,
Trucks and generator,Quest names,64,Camions et générateur,
Mall's outpost,Quest names,64,Avant-poste du centre commercial,
New equipment,Quest names,64,Nouvel équipement,
Mall scouting,Quest names,64,Reconnaissance du centre commercial,
Revenge for Igor,Quest names,64,Vengeance pour Igor,
Monitoring p. 1,Quest names,64,Surveillance p. 1,
Building an outpost,Quest names,64,Construire un avant-poste,
The CCTV Camera,Quest names,64,La caméra CCTV,
Lost informations,Quest names,64,Informations perdues,
Eliminate the assassins,Quest names,64,Éliminer les assassins,
Monitoring p. 2,Quest names,64,Surveillance p. 2,
Find the CCTV cameras,Quest names,64,Trouver les caméras CCTV,
The key to the laboratory,Quest names,64,La clé du laboratoire,
High-Profile Targets,Quest names,64,Cibles de haut niveau,
Retrieve the briefcase,Quest names,64,Récupérer la mallette,
Supplies for Igor,Quest names,64,Fournitures pour Igor,
The crystal,Quest names,64,Le cristal,
Raid the outpost,Quest names,64,Raider l'avant-poste,
Eliminate the spy,Quest names,64,Éliminer l'espion,
The lab,Quest names,64,Le labo,
Green Army outpost,Quest names,64,Avant-poste de l'Armée verte,
Surprise assault,Quest names,64,Assaut surprise,
Oh no... Not again!,Quest names,64,Oh non... Pas encore !,
Find the Hunter,Quest names,64,Trouver le Chasseur,
The motel p.1,Quest names,64,Le motel p.1,
"Bandits continue to assault the train at the forest area, preventing us from reaching the makeshift camp.\nYou will have to eliminate some bandits and specific targets, that way I am sure they will calm down for a while.\n\nOnce this mission is completed I will give you access to the bunker area where the Green Army is located. I don't think Artemovich will give you any jobs just yet, but I'm sure you can trade with them.",Quest descriptions,1024,"Les bandits continuent d'attaquer le train dans la zone forestière, nous empêchant d'atteindre le camp improvisé.\nTu devras éliminer certains bandits et des cibles spécifiques, comme ça je suis sûr qu'ils se calmeront un moment.\n\nUne fois cette mission terminée je te donnerai l'accès à la zone du bunker où se trouve l'Armée verte. Je pense pas qu'Artemovich te donne déjà des jobs, mais je suis sûr que tu pourras commercer avec eux.",
"Well done Hunter!\nNow that we have access to the makeshift camp we can finally see if the old radio station is still active.\nWe don't know the coordinates but I think it will be easy to find it on the map, it should be a paved area.\nAll I ask you to do is go there and see what the situation is like and report back, if you encounter any strange anomalies or mutants there is no need to engage in a fight.",Quest descriptions,1024,"Bien joué Chasseur !\nMaintenant qu'on a accès au camp improvisé on peut enfin voir si l'ancienne station radio est toujours active.\nOn connaît pas les coordonnées mais je pense que ce sera facile à trouver sur la carte, ça devrait être une zone pavée.\nTout ce que je te demande c'est d'y aller, voir quelle est la situation et faire ton rapport, si tu rencontres des anomalies étranges ou des mutants pas besoin de t'engager dans un combat.",
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village… There are good and bad news Hunter... The bad news is that there is a large amount of Ghouls in the village in the swamp, and I don't think you will make it alone.\nThe good one is that I contacted the Green Army, they are interested in cleaning up the village to get to the crystal.\nHere's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so you will try to lure them out with a very bright light, it will have to be done at night.\nGet into the swamp from 10pm to 3am, Green Army soldiers will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible. Good luck Hunter!",Quest descriptions,1024,"Grâce à la boîte noire de l'hélico, on a pu découvrir que l'équipage avait repéré un étrange cristal violet dans le marais.\nPeu après, il y a eu une explosion inhabituelle de radiation.\nLe cristal semble être dans le village du marais… Il y a des bonnes et des mauvaises nouvelles Chasseur... La mauvaise c'est qu'il y a une grande quantité de goules dans le village du marais, et je pense pas que tu y arriveras seul.\nLa bonne c'est que j'ai contacté l'Armée verte, ils sont intéressés par nettoyer le village pour accéder au cristal.\nVoici le plan, Chasseur.\nEntrer dans le village avec toutes ces goules serait une sentence de mort certaine.\nLe village n'a qu'une seule entrée donc tu vas essayer de les attirer dehors avec une lumière très vive, ça devra se faire de nuit.\nEntre dans le marais de 22h à 3h, les soldats de l'Armée verte t'attendront.\nIl est conseillé d'apporter une arme automatique ou un fusil à pompe avec un grand chargeur pour recharger le moins possible. Bonne chance Chasseur !",
"Hey stranger! Welcome to the ZERO Sievert bunker.\nI don't know how you got here and frankly I don't care.\nIt's nothing personal, it's just that we see a lot of new faces here and only a few of them come back, so I won't waste my time remembering yours for now.\nFirst let's see what you can do...",Quest descriptions,1024,"Hey étranger ! Bienvenue au bunker ZERO Sievert.\nJe sais pas comment t'es arrivé ici et franchement je m'en fous.\nRien de personnel, c'est juste qu'on voit beaucoup de nouvelles têtes ici et peu reviennent, alors je vais pas perdre mon temps à retenir la tienne pour l'instant.\nD'abord voyons ce que tu vaux...",
Ah! As I thought...\nThe railroad was flooded by the Crimson Corporation.\nSmart move...\nThey used the old drainage system found in the sewers in the swamp.\nThey are easily visible on the minimap. What you have to do is go into the sewers and close the control valve. Good luck Hunter!,Quest descriptions,1024,Ah ! Comme je le pensais...\nLa voie ferrée a été inondée par la Corporation Cramoisie.\nCoup malin...\nIls ont utilisé l'ancien système de drainage trouvé dans les égouts du marais.\nIls sont facilement visibles sur la minimap. Ce que tu dois faire c'est entrer dans les égouts et fermer la vanne de contrôle. Bonne chance Chasseur !,
"Very good Hunter! I didn't expect you to come back alive!\nI have another job for you. When the bandits took over the village in the forest, an old friend of mine left behind an item that is considered very valuable these days.\nThe item should be inside a bag in the southern part of the village, go there and retrieve it.",Quest descriptions,1024,"Très bien Chasseur ! Je m'attendais pas à ce que tu reviennes vivant !\nJ'ai un autre boulot pour toi. Quand les bandits ont pris le village dans la forêt, un vieil ami à moi a laissé derrière lui un objet très précieux de nos jours.\nL'objet devrait être dans un sac dans la partie sud du village, va là-bas et récupère-le.",
"Thanks to the radio tower, we intercepted conversations from the Crimson Corporation.\nIt seems that new agreements between them and the local government allow their presence in the bunker....\nHa! Unbelievable!\nI'd be really curious to know what Artemovich's face looked like when he heard about this, he did everything he could to keep them away from here and now he has to take them in.\nIt seems that the Crimson Corporation is coming with a ship and wants to dock at the port in the industrial zone.\nThe only hope Artemovich has is that they won't succeed, and I think that will be the case since the first Hunters reported a massive Ghoul presence in that area.\nNow it's up to you Hunter, if you want you can take care of the Ghouls and allow the Crimson Corporation to land and come to the bunker.\nYou will also have to place a GPS signal in the main dock, the one between the two abandoned ships.",Quest descriptions,1024,"Grâce à la tour radio, on a intercepté des conversations de la Corporation Cramoisie.\nOn dirait que de nouveaux accords entre eux et le gouvernement local autorisent leur présence dans le bunker...\nHa ! Incroyable !\nJe serais vraiment curieux de savoir quelle tête a faite Artemovich quand il a appris ça, il a tout fait pour les tenir éloignés d'ici et maintenant il doit les laisser entrer.\nOn dirait que la Corporation Cramoisie arrive avec un bateau et veut accoster au port dans la zone industrielle.\nLe seul espoir d'Artemovich c'est qu'ils n'y arrivent pas, et je pense que ce sera le cas vu que les premiers Chasseurs ont rapporté une présence massive de goules dans cette zone.\nMaintenant c'est à toi Chasseur, si tu veux tu peux t'occuper des goules et permettre à la Corporation Cramoisie d'accoster et de venir au bunker.\nTu devras aussi placer un signal GPS au quai principal, celui entre les deux bateaux abandonnés.",
"Great, Hunter!\nNow that we have access to the mall it's time to see what it looks like. You'll have to scout around and find the location of some stores.\nWhat do you say? Is this mission familiar to you?\nI don't understand how that could be possible.\nWhatever, back to us... Go to the mall and find these stores.",Quest descriptions,1024,"Super, Chasseur !\nMaintenant qu'on a accès au centre commercial c'est le moment de voir à quoi il ressemble. Tu devras faire de la reconnaissance et trouver l'emplacement de certains magasins.\nQu'est-ce que t'en dis ? Cette mission te semble familière ?\nJe comprends pas comment ça pourrait être possible.\nPeu importe, revenons à nous... Va au centre commercial et trouve ces magasins.",
"Haha! Great, Hunter!\nThe plan worked like a charm! Now all we have to do is explore the village and find the purple crystal.\nThere should be a few Ghouls left in the village, I don't think that will be a problem for you.",Quest descriptions,1024,"Haha ! Super, Chasseur !\nLe plan a marché comme sur des roulettes ! Maintenant il nous reste plus qu'à explorer le village et trouver le cristal violet.\nIl devrait rester quelques goules dans le village, je pense pas que ce sera un problème pour toi.",
Inspect the swamp village,Quest objectives,128,Inspecter le village du marais,
Grigoriy's ring,Quest names,64,L'anneau de Grigoriy,
"Ok Hunter! First job for you.\nThe Green Army does not yet know that you are now part of the Crimson Corporation, we must take advantage of this opportunity.\nGo to their bunker area, where Artemovich is, and place a CCTV camera.\nTry to hide it among the shelves.",Quest descriptions,1024,"OK Chasseur ! Premier boulot pour toi.\nL'Armée verte sait pas encore que tu fais maintenant partie de la Corporation Cramoisie, on doit profiter de cette opportunité.\nVa dans leur zone de bunker, là où est Artemovich, et place une caméra CCTV.\nEssaie de la cacher parmi les étagères.",
My leg is still not fully healed.\nThanks to my experience I can still move through the forest somehow.\nCould you bring me some medicine? It would heal faster,Quest descriptions,1024,Ma jambe est toujours pas complètement guérie.\nGrâce à mon expérience je peux encore me déplacer dans la forêt tant bien que mal.\nPourrais-tu m'apporter des médicaments ? Ça guérirait plus vite.,
"Hey Hunter!\nListen... I have a big favor to ask of you....\nThe Green Army soldier who shot me in the leg is called Bogdanov, that damn bastard must pay....\nNow I think he is in the Makeshift camp, you know what you have to do....\nThank you Hunter",Quest descriptions,1024,"Hey Chasseur !\nÉcoute... J'ai une grande faveur à te demander...\nLe soldat de l'Armée verte qui m'a tiré dans la jambe s'appelle Bogdanov, ce salaud doit payer...\nMaintenant je pense qu'il est au camp improvisé, tu sais ce que tu dois faire...\nMerci Chasseur",
Oh! Oh! Can you do something for Mr. Junk?\nNow that Grigoriy has come back to life he would love to get his ring back.\nMr. Junk hid it in the swamp before he came to this place.\nIf you do this for Mr. Junk then he will sell you some of his treasure.\nNo! No! No! Mr. Junk loves his treasure...\nOh! Oh! But it's more important to make Grigoriy happy.\nYes! Yes! Yes!\nYou bring Mr. Junk the ring and he'll sell you some of his treasure.\nMr. Junk will also give you this costume he found,Quest descriptions,1024,Oh ! Oh ! Tu peux faire quelque chose pour M. Junk ?\nMaintenant que Grigoriy est revenu à la vie il aimerait récupérer son anneau.\nM. Junk l'a caché dans le marais avant de venir ici.\nSi tu fais ça pour M. Junk alors il te vendra une partie de son trésor.\nNon ! Non ! Non ! M. Junk aime son trésor...\nOh ! Oh ! Mais c'est plus important de rendre Grigoriy heureux.\nOui ! Oui ! Oui !\nTu apportes l'anneau à M. Junk et il te vendra une partie de son trésor.\nM. Junk te donnera aussi ce costume qu'il a trouvé.,
Retrieve Grigoriy's ring,Quest objectives,128,Récupérer l'anneau de Grigoriy,
Quest objective type: Kill A,"Quest objective types, Kill A",160,Type d'objectif de quête : Tuer A,
Quest objective type: Kill B,"Quest objective types, Kill B",160,Type d'objectif de quête : Tuer B,
Quest objective type: Contract,"Quest objective types, Contract",160,Type d'objectif de quête : Contrat,
Quest objective type: Collect,Quest objective type: Collect,160,Type d'objectif de quête : Collecter,
Quest objective type: Collect Weapon,Quest objective type: Collect Weapon,160,Type d'objectif de quête : Collecter Arme,
Quest objective type: Survive A,Quest objective type: Survive A,160,Type d'objectif de quête : Survivre A,
Quest objective type: Survive B,Quest objective type: Survive B,160,Type d'objectif de quête : Survivre B,
Quest objective type: Survive Exp A,Quest objective type: Survive Exp A,160,Type d'objectif de quête : Survivre Exp A,
Quest objective type: Survive Exp B,Quest objective type: Survive Exp B,160,Type d'objectif de quête : Survivre Exp B,
Quest objective type: Survive Money A,Quest objective type: Survive Money A,160,Type d'objectif de quête : Survivre Argent A,
Quest objective type: Survive Money B,Quest objective type: Survive Money B,160,Type d'objectif de quête : Survivre Argent B,
Quest objective type: Retrieve Analyzer A,Quest objective type: Retrieve Analyzer A,160,Type d'objectif de quête : Récupérer Analyseur A,
Quest objective type: Retrieve Analyzer B,Quest objective type: Retrieve Analyzer B,160,Type d'objectif de quête : Récupérer Analyseur B,
Quest objective type: Retrieve Analyzer C,Quest objective type: Retrieve Analyzer C,160,Type d'objectif de quête : Récupérer Analyseur C,
Quest objective type: Retrieve Analyzer D,Quest objective type: Retrieve Analyzer D,160,Type d'objectif de quête : Récupérer Analyseur D,
Quest objective type: Place Analyzer A,Quest objective type: Place Analyzer A,160,Type d'objectif de quête : Placer Analyseur A,
Quest objective type: Place Analyzer B,Quest objective type: Place Analyzer B,160,Type d'objectif de quête : Placer Analyseur B,
Quest objective type: Place Analyzer C,Quest objective type: Place Analyzer C,160,Type d'objectif de quête : Placer Analyseur C,
Quest objective type: Place Analyzer D,Quest objective type: Place Analyzer D,160,Type d'objectif de quête : Placer Analyseur D,
Quest objective type: Retrieve Equipment,Quest objective type: Retrieve Equipment,160,Type d'objectif de quête : Récupérer Équipement,
No ammo reload,"User Interface, player reload",160,Pas de rechargement de munitions,
Extract time,"User Interface, extract time",128,Temps d'extraction,
Crafted items,"User Interface, crafting",128,Objets fabriqués,
Repaired items,"User Interface, repair",128,Objets réparés,
You have joined a faction,"User Interface, joined faction",128,Vous avez rejoint une faction,
Reputation level required,"User Interface, reputation required",128,Niveau de réputation requis,
Quest accepted,"User Interface, quest accepted",128,Quête acceptée,
Item added to inventory,"User Interface, item added to inventory",128,Objet ajouté à l'inventaire,
Level up skill,"User Interface, level up skill",64,Montée de niveau de compétence,
Change ammo,Controls menu,48,Changer munitions,
Move up,Controls menu,48,Monter,
Move down,Controls menu,48,Descendre,
Move right,Controls menu,48,Droite,
Move left,Controls menu,48,Gauche,
Run,Controls menu,48,Courir,
Open/close inventory,Controls menu,48,Ouvrir/fermer inventaire,
Reload,Controls menu,48,Recharger,
Torch on/off,Controls menu,48,Lampe torche on/off,
Laser on/off,Controls menu,48,Laser on/off,
Headset on/off,Controls menu,48,Casque on/off,
Open device,Controls menu,48,Ouvrir appareil,
Open map,Controls menu,48,Ouvrir carte,
Throw bolt,Controls menu,48,Lancer boulon,
Switch auto/semi,Controls menu,48,Passer auto/semi,
Close-up of the weapon,Controls menu,48,Gros plan de l'arme,
Teleport to NPC,Controls menu,48,Téléport vers PNJ,
Fix weapon jam,Controls menu,48,Dégager enrayage arme,
Quick slot,Controls menu,48,Emplacement rapide,
Delete Cloud Saves,"User Interface, cloud saves",64,Supprimer sauvegardes cloud,
Hunter Difficulty Text,Difficulty menu,128,Texte Difficulté Chasseur,
Survivor Difficulty Text,Difficulty menu,750,Texte Difficulté Survivant,
Rookie Difficulty Text,Difficulty menu,750,Texte Difficulté Recrue,
Fog Of War Field Of View,Video settings,64,Champ de vision du brouillard de guerre,
Grass Sway,Video settings,64,Balancement herbe,
Fog Of War,Video settings,64,Brouillard de guerre,
Fog Of War Alpha,Video settings,64,Alpha brouillard de guerre,
Grass Amount,Video settings,64,Quantité d'herbe,
Low Spec,Video settings,64,Faible performance,
Fog/Rain Particles,Video settings,64,Particules brouillard/pluie,
Black Flashbang,Video settings,64,Flashbang noir,
Fullscreen,Video settings,64,Plein écran,
Disclaimer Link,Data collection settings,64,Lien clause de non-responsabilité,
Settings - Game Analytics,Settings titles,64,Paramètres - Game Analytics,
Settings - Resolution,Settings titles,64,Paramètres - Résolution,
Settings - Audio,Settings titles,64,Paramètres - Audio,
Settings - Controls,Settings titles,64,Paramètres - Contrôles,
Settings - Video,Settings titles,64,Paramètres - Vidéo,
Settings - Gameplay,Settings titles,64,Paramètres - Gameplay,
Settings - Devices,Settings titles,64,Paramètres - Appareils,
