String ID,Dev Notes / Context,Character Limit,Text
"Not bad Hunter, let's see if you can now beat my record in the forest",Quest descriptions,1024,"Pas mal, Chasseur. Voyons si tu peux battre mon record dans la forêt."
Survive the forest 2 times,Quest objectives,128,Survivre dans la forêt 2 fois
Supply p.1,Quest names,64,Ravitaillement p.1
"Hey Hunter!\nRecently, few supplies have arrived and people still need to eat.\nWe could use some help replenishing our supplies.",Quest descriptions,1024,"Hé, chasseur !\nCes derniers temps, peu de provisions sont arrivées et les gens doivent manger.\nOn aurait besoin d’aide pour reconstituer nos réserves."
Find 10 bread,Quest objectives,128,Trouver 10 pains
Supply p.2,Quest names,64,Ravitaillement p.2
"Great!\nNow that we're settled on the essentials, I'd like you to bring me some more lasting food, like canned food.",Quest descriptions,1024,"Parfait !\nMaintenant que nous avons assuré l’essentiel, j’aimerais que tu m’apportes de la nourriture qui se conserve, comme des boîtes de conserve."
Find 3 generic chocolate,Quest objectives,128,Trouver 3 chocolats génériques
Chocolate for everyone,Quest names,64,Du chocolat pour tous
"Chocolate is becoming a luxury good now, bring me some. I will pay you well",Quest descriptions,1024,Le chocolat devient un produit de luxe. Apportes‑en. Je paierai bien.
Find 3 generic chocolate,Quest objectives,128,Trouver 3 chocolats génériques
What's on the flash drive?,Quest names,64,Qu’y a‑t‑il sur la clé USB ?
"Hunter! Last night I had the strangest dream!\nI don't know for what reason but I had to find two flash drives and take them to a strange guy with a beanie. The crazy thing was that I couldn't find these flash drives anywhere, ANYWHERE!\nCan you imagine what that feels like? To have to find two flash drives but not be able to do it?\nWell, you'll figure it out for yourself. Find two and bring them to me",Quest descriptions,1024,"Chasseur ! La nuit dernière, j’ai fait le rêve le plus bizarre !\nJe ne sais pas pourquoi, mais je devais trouver deux clés USB et les remettre à un type louche avec un bonnet. Le pire, c’est que je ne les trouvais nulle part, NULLE PART !\nTu imagines ce que ça fait ? Devoir dénicher deux clés USB et être incapable de le faire ?\nEh bien, tu vas le découvrir toi-même. Trouve-en deux et apporte-les-moi."
Find 8 forks,Quest objectives,128,Trouver 8 fourchettes
No more barks,Quest names,64,Plus d’aboiements
"Have you heard the latest news? A group of Hunters have been attacked by a pack of wolves, their numbers have increased a lot lately and this is causing us problems in moving around the area.\nSomeone's got to do the dirty work.\nIf you want the job, it's yours.",Quest descriptions,1024,"Tu as entendu la dernière ? Une meute de loups a attaqué un groupe de Chasseurs. Leur nombre a beaucoup augmenté ces derniers temps et ça complique nos déplacements dans la région.\nQuelqu’un doit faire le sale boulot.\nSi tu veux le job, il est à toi."
Kill 15 wolfs,Quest objectives,128,Tuer 15 loups
New arrivals,Quest names,64,Nouvelles recrues
"Very interesting. From the flash drives you brought me I found out that there is a lot of movement in the port area of the industrial zone, go there and find out what it is all about.",Quest descriptions,1024,"Très intéressant. Grâce aux clés USB que tu m’as apportées, j’ai appris qu’il y a beaucoup de mouvement dans la zone portuaire du secteur industriel. Va voir sur place ce qu’il s’y passe."
Find 2 cooking pots,Quest objectives,128,Trouver 2 marmites
Cutlery,Quest names,64,Couverts
"Hey Hunter!\nI have a very simple but boring job to do. \nThese animals that live here keep stealing my cutlery once they finish eating, assholes. I'd like to see them run a bar in this place without going crazy.\nAnyway, I need forks, knives and spoons.\nBring them to me.",Quest descriptions,1024,"Hé, chasseur !\nJ’ai un boulot très simple mais chiant à faire.\nLes bestioles qui vivent ici me piquent toujours mes couverts après avoir bouffé, ces enfoirés. J’aimerais bien les voir tenir un bar ici sans devenir dingues.\nBref, il me faut des fourchettes, des couteaux et des cuillères.\nApporte-les-moi."
Find 8 forks,Quest objectives,128,Trouver 8 fourchettes
What's cooking?,Quest names,64,Quoi de neuf en cuisine ?
Are you up for a simple job? I need a few things for my kitchen.,Quest descriptions,1024,Partant pour un petit boulot ? J’ai besoin de quelques trucs pour ma cuisine.
The lost backpack,Quest names,64,Le sac à dos perdu
"We lost contact with two hunters. It appears they were attacked in the forest.\nFrom the latest transmissions it seems that one stayed in the forest and the other escaped towards the makeshift camp.\nIn any case I doubt they are still alive, search for their bodies and bring me their equipment before the bandits arrive.",Quest descriptions,1024,"Nous avons perdu le contact avec deux chasseurs. Il semble qu’ils aient été attaqués dans la forêt.\nD’après les dernières transmissions, l’un est resté dans la forêt et l’autre s’est enfui vers le camp de fortune.\nQuoi qu’il en soit, je doute qu’ils soient encore en vie. Cherche leurs corps et rapporte-moi leur équipement avant l’arrivée des bandits."
Survivalist: Makeshift camp p.1,Quest names,64,Survivant : Camp de fortune I
Ready to test your limits again? Are you up for it?,Quest descriptions,1024,Prêt à repousser tes limites à nouveau ? Tu te sens d’attaque ?
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Survivalist: Makeshift camp p.2,Quest names,64,Survivant : Camp de fortune II
I don't think you can make it this time.,Quest descriptions,1024,Je ne pense pas que tu y arrives cette fois.
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Makeshift camp,Quest names,64,Camp de fortune
"We detected movement in the makeshift camp by bandits, do some hunting and get rid of them.",Quest descriptions,1024,On a détecté du mouvement de bandits au camp de fortune. Fais le ménage et débarrasse-nous-en.
Kill 5 bandits in the forest,Quest objectives,128,Tuer 5 bandits dans la forêt
The missing group p.1,Quest names,64,Le groupe disparu I
"Hey Hunter!\nI finished analyzing the documents. There are many drawings of a strange purple crystal, from the directions it seems to be in the swamp.\nThe documents don't seem to contain any trace of scientific data and I don't know what it could be, I sent a team to the swamp to check it out but I lost their contact.\nWe know their last location but I have a bad feeling. When you lose contact with someone out there you already know what happened....\nGo to the swamp and head for their last known position, maybe you can find out more.",Quest descriptions,1024,"Salut, chasseur !\nJ’ai fini d’analyser les documents. Il y a beaucoup de croquis d’un étrange cristal violet, et d’après les indications, il se trouverait dans le marais.\nLes documents ne contiennent aucune donnée scientifique, et j’ignore de quoi il s’agit. J’ai envoyé une équipe sur place pour vérifier, mais j’ai perdu le contact.\nOn connaît leur dernière position, mais j’ai un mauvais pressentiment. Quand tu perds le contact avec quelqu’un là-bas, tu sais déjà ce que ça veut dire…\nRends-toi au marais et va à leur dernière position connue. Tu pourras peut-être en apprendre plus."
Find the missing group,Quest objectives,128,Trouver le groupe disparu
The missing group p.2,Quest names,64,Le groupe disparu II
"Damn it!\nA few reports have come in from scouts saying they've seen an incredible beast, or rather, they said they've seen their companion torn to pieces by this beast.\nThe group seems to have come into contact with it.\nMost likely it will still be in the swamp, I am not asking you to take this huge risk but if you do, the pay will be very high.\nGood luck Hunter!",Quest descriptions,1024,"Merde !\nDes éclaireurs ont rapporté avoir aperçu une bête incroyable… ou plutôt, ils disent avoir vu leur compagnon se faire mettre en pièces par cette chose.\nLe groupe est manifestement tombé dessus.\nElle doit encore rôder dans le marais. Je ne te demande pas de courir un tel risque, mais si tu t’y colles, la récompense sera très élevée.\nBonne chance, chasseur !"
Kill the monster,Quest objectives,128,Tuer le monstre
Stylish one,Quest names,64,Le stylé
"Have you been to the mall yet? In any case, you must know about the guy who hangs around inside, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one.",Quest descriptions,1024,"Tu es déjà allé au centre commercial ? Dans tous les cas, tu dois connaître le type qui traîne dedans, un vrai dur.\nBref, son armure est d’une qualité incroyable. Si tu le tues plusieurs fois, je t’en donnerai une."
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Secret documents,Quest names,64,Documents secrets
"Hey! The bartender told me about you. Sounds like you have potential. Well, let's see what you're capable of.\nA while ago, bandits occupied the village in the middle of the forest, it seems they are more organised and stronger than the usual bandits so you'll have to be careful.\nWhat I want you to do is retrieve some documents from a corpse in the village, it should be in the north area, outside a house.\nWe don't know the exact location so I can't put it on the map, you'll have to look for it yourself.\nGood luck!",Quest descriptions,1024,"Hé ! Le barman m’a parlé de toi. On dirait que tu as du potentiel. Voyons un peu de quoi tu es capable.\nIl y a quelque temps, des bandits ont occupé le village au milieu de la forêt. Ils sont mieux organisés et plus dangereux que d’habitude, alors fais attention.\nJe veux que tu récupères des documents sur un cadavre dans le village. Ça devrait être au nord, devant une maison.\nOn ne connaît pas l’emplacement exact, donc je ne peux pas l’indiquer sur la carte. Il faudra chercher par toi-même.\nBonne chance !"
Retrieve documents located in the village,Quest objectives,128,Récupérer des documents dans le village
The old man,Quest names,64,Le vieil homme
"This is more of a personal favour than a real job.\nAfter the explosion at the nuclear power plant, we were instructed to evacuate all the surrounding areas.\nWhen we arrived at the forest my men came across an old man, I think his name was Igor.\nThe fact is that the old man did not want to leave his home and threatened my men, he was very angry. \nWe have a few men stationed in the forest and I would not want Igor to interfere with our operations, so I ask you to take care of him, it should not be a problem, he is old and weak now.",Quest descriptions,1024,"C’est plutôt une faveur personnelle qu’un vrai boulot.\nAprès l’explosion à la centrale nucléaire, on nous a ordonné d’évacuer toutes les zones alentour.\nEn arrivant dans la forêt, mes hommes sont tombés sur un vieil homme, je crois qu’il s’appelle Igor.\nLe fait est qu’il ne voulait pas quitter sa maison et a menacé mes hommes, il était furieux.\nOn a quelques hommes postés dans la forêt et je ne veux pas qu’Igor gêne nos opérations, alors je te demande de t’en occuper. Ça ne devrait pas poser problème, il est vieux et faible désormais."
Kill Igor,Quest objectives,128,Tuer Igor
Sawmill p.1,Quest names,64,Scierie I
"Since you were successful with the last mission, I want to offer you a similar job.\nThis time the destination is the sawmill in the forest. Unfortunately we don't know the exact location but you should be able to find it by looking at the map, it should be a grey rectangle.\nThere's no need to fight, you just need to do a survey. Just approach the sawmill to complete the mission.",Quest descriptions,1024,"Comme tu as réussi la dernière mission, je veux te proposer un boulot similaire.\nCette fois, ta destination est la scierie dans la forêt. Malheureusement, nous n’en connaissons pas l’emplacement exact, mais tu devrais la repérer sur la carte : elle apparaît comme un rectangle gris.\nPas besoin de te battre, il s’agit juste d’une reconnaissance. Approche-toi de la scierie pour terminer la mission."
Approach the sawmill,Quest objectives,128,S’approcher de la scierie
Retaliation,Quest names,64,Représailles
Sawmill p.2,Quest names,64,Scierie II
"Ok looks like the sawmill is currently occupied by the bandits. I'll explain what you have to do.\nInside there is a safe with a USB stick, it should contain valuable information for the Green Army, all you have to do is retrieve it.\nObviously this involves killing some bandits. Be careful Hunter, you might find a lot of them.",Quest descriptions,1024,"D’accord, on dirait que la scierie est occupée par des bandits. Je vais t’expliquer quoi faire.\nÀ l’intérieur, il y a un coffre-fort avec une clé USB. Elle devrait contenir des informations précieuses pour l’Armée Verte. Tout ce que tu as à faire, c’est la récupérer.\nÉvidemment, il faudra éliminer quelques bandits. Fais attention, Chasseur, il pourrait y en avoir beaucoup."
Find the USB drive in the sawmill,Quest objectives,128,Trouver la clé USB dans la scierie
Equipment p.1,Quest names,64,Équipement I
Hey Hunter! We are preparing for an important mission and need all the equipment we can get.\nI want you to bring me some scrap ammo and scrap weapon so that my men can get ready.,Quest descriptions,1024,"Hé, chasseur ! On se prépare pour une mission importante et on a besoin de tout l’équipement possible.\nApporte-moi de la munition de récupération et des armes de récupération pour que mes hommes puissent se préparer."
Find 250 scrap ammo,Quest objectives,128,Trouver 250 munitions de ferraille
Equipment p.2,Quest names,64,Équipement II
"You seem to be almost as good at retrieving objects as a dog.\nIf you find good quality ammunition, don't sell it, bring it to me.",Quest descriptions,1024,"Tu sembles presque aussi doué qu’un chien pour rapporter des objets.\nSi tu trouves des munitions de bonne qualité, ne les vends pas, apporte-les-moi."
Find 250 scrap ammo,Quest objectives,128,Trouver 250 munitions de ferraille
Ghoul destroyer p.1,Quest names,64,Tueur de goules I
"Hey Hunter!\nAre you up for a simple quest? You have to eliminate a few ghouls, nothing easier.",Quest descriptions,1024,"Hé, Chasseur !\nPartant pour une petite mission ? Il faut éliminer quelques goules, rien de plus simple."
Kill 40 Ghouls,Quest objectives,128,Tuer 40 goules
Ghoul destroyer p.2,Quest names,64,Tueur de goules II
If you liked the last work you will also like this one.\nThere is always a need to eliminate threats in the area.\nIt's an optional job but the rewards will be high.,Quest descriptions,1024,"Si la dernière mission t’a plu, celle-ci aussi te plaira.\nIl faut sans cesse éliminer les menaces du coin.\nC’est optionnel, mais la récompense sera généreuse."
Kill 40 Ghouls,Quest objectives,128,Tuer 40 goules
The Lair,Quest names,64,La Guarida
"We believe that there is a Ghoul's lair hidden somewhere in the forest, unfortunately we have no idea where it is so I sent explorers into the forest to find it.\nThe more people who look for it, the sooner we can find it, right?\nSo I'm asking you to go into the forest and look for it, you'll have to explore the area to find it.\nWhen you find it, approach the entrance to inspect it and then come back to report.",Quest descriptions,1024,"On pense qu’une tanière de goules est cachée quelque part dans la forêt, mais on ignore où. J’ai envoyé des éclaireurs la chercher.\nPlus on est à fouiller, plus vite on la trouvera, non ?\nJe te demande donc d’y aller aussi et d’explorer la zone.\nQuand tu la trouves, approche de l’entrée pour l’inspecter, puis reviens faire ton rapport."
Find the Ghoul's lair in the forest,Quest objectives,128,Trouver la tanière des goules dans la forêt
Destroy the Ghoul's lair,Quest names,64,Détruire la tanière des goules
"Bad news, Hunter.\nWe sent a team to destroy the Ghouls' lair, but we lost contact with them.\nLast we heard, they managed to plant the explosive charges but then something went wrong.\nThere was no explosion, so it didn't end well for them...\nYou seem like a capable guy, so I want to put you in charge of this job.\nBuy some dynamite from our merchant and sneak into the lair, I don't know what you'll find in there so be careful.\nRemember, once you've planted the dynamite, you've got one minute to get out of there.\nGood luck, Hunter!",Quest descriptions,1024,"Mauvaises nouvelles, Chasseur.\nOn a envoyé une équipe pour détruire la tanière des goules, mais on a perdu le contact.\nLa dernière info: ils ont posé les charges, puis quelque chose a mal tourné.\nPas d’explosion, donc ça a mal fini pour eux…\nTu sembles capable, alors je te confie la mission.\nAchète de la dynamite chez notre marchand et faufile-toi dans la tanière. Je ne sais pas ce que tu y trouveras, alors prudence.\nSouviens-toi : une fois la dynamite posée, tu as une minute pour sortir.\nBonne chance, Chasseur !"
Destroy the ghoul's lair,Quest objectives,128,Détruire la tanière des goules
Cleaning p.1,Quest names,64,Nettoyage I
"More and more people want to become Hunters, and while this helps us from one point of view because we have fresh meat to send on suicide missions, on the other hand these Hunters raid the territory in search of fortune.\nGet rid of them but be careful, the same mission will be given to the other Hunters...",Quest descriptions,1024,"De plus en plus de gens veulent devenir Chasseurs. Utile pour envoyer de la chair fraîche en missions suicides, mais ces types pillent aussi la région.\nDébarrasse-nous d’eux, mais prudence : les autres recevront la même mission…"
Kill 15 bandits in the forest,Quest objectives,128,Tuer 15 bandits dans la forêt
Cleaning p.2,Quest names,64,Nettoyage II
"Are you ready for some real action? You have to kill Lazar, the leader of the forest bandits.\nHe is located in the police station of the village, maybe you have already met him during one of your hunts.\nPrepare yourself well, he is always surrounded by his guards.\nIt won't be easy to kill him, but afterwards you'll be able to freely enter the police station and take what you want.",Quest descriptions,1024,"Prêt pour du sérieux ? Tu dois tuer Lazar, le chef des bandits de la forêt.\nIl se trouve au commissariat du village, tu l’as peut-être déjà croisé.\nPrépare-toi bien, il est toujours entouré de ses gardes.\nCe ne sera pas facile, mais ensuite tu pourras entrer librement au commissariat et prendre ce que tu veux."
Kill Lazar,Quest objectives,128,Tuer Lazar
More bandits,Quest names,64,Encore des bandits
"Hey Hunter!\nWe have started a cleaning process, we are trying to eliminate the bandits in the area.\nI thought you might be interested in such a job, are you up for it?",Quest descriptions,1024,"Hé, Chasseur !\nOn a lancé une opération de nettoyage, on essaie d’éliminer les bandits du secteur.\nJe me suis dit que ça pourrait t’intéresser. Partant ?"
Kill 15 bandits in the makeshift camp,Quest objectives,128,Tuez 15 bandits dans le camp de fortune
Mark a working truck,Quest names,64,Marquer un camion en état de marche
"We have noticed that there is a fair amount of trucks in the makeshift camp.\nWe could really use some. Go to the makeshift camp and find a working one, they are located in the road.\nWhen you have found it, place a GPS tracker which you can buy from our merchant, then my men will do the rest.",Quest descriptions,1024,"On a repéré pas mal de camions dans le camp de fortune.\nÇa nous serait utile. Va sur place et trouve-en un qui fonctionne, ils sont sur la route.\nQuand tu l’as trouvé, pose une balise GPS (tu peux en acheter chez notre marchand), mes hommes s’occupent du reste."
Find and mark a working truck,Quest objectives,128,Trouver et marquer un camion en état de marche
Always in the way,Quest names,64,Toujours dans les pattes
"Did you enjoy eliminating the Hunters?\nI hope so since I have another mission for you, this time I want you to eliminate them in the makeshift camp.\nGood luck!",Quest descriptions,1024,"Tu as aimé éliminer les Chasseurs ?\nTant mieux, j’ai une autre mission pour toi : cette fois, débarrasse-nous de ceux du camp de fortune.\nBonne chance !"
Kill 15 bandits in the forest,Quest objectives,128,Tuez 15 bandits dans la forêt
Motel p.1,Quest names,64,Motel I
"Hey Hunter!\nWe know that in the makeshift camp there is an old motel.\nIt should be abandoned by now but I want to make sure. You need to go there and check it out, check the entrance and see if there is a way in.\nUnfortunately we don't know the exact location but it should be easy to spot from the map once you get there, it should be a paved area.",Quest descriptions,1024,"Hé, Chasseur !\nOn sait qu’il y a un vieux motel dans le camp de fortune.\nIl devrait être abandonné, mais je veux en avoir le cœur net. Va voir l’entrée et vérifie s’il y a un moyen d’entrer.\nOn n’a pas l’emplacement exact, mais tu devrais le repérer facilement sur la carte une fois sur place : une zone asphaltée."
Find the motel,Quest objectives,128,Trouver le motel
Motel p.2,Quest names,64,Motel II
"Well Hunter, like you said the motel entrance is blocked by cars.\nI told my men to remove them and move in. They didn't find anything good. Looks like a Ghoul infestation there.\nThey saw a strange lump of flesh from which those filthy creatures seem to be emerging.\nBe careful though, we don't know how many there are.",Quest descriptions,1024,"Bon, Chasseur, comme tu l’as dit, l’entrée du motel est bloquée par des voitures.\nJ’ai envoyé mes hommes les dégager et entrer. Rien de bon à signaler. On dirait une infestation de Ghouls.\nIls ont vu une masse de chair étrange d’où ces saletés semblent surgir.\nFais gaffe, on ne sait pas combien ils sont."
Motel infestation,Quest objectives,128,Infestation au motel
Weird phenomena,Quest names,64,Phénomènes étranges
Weird phenomena p.1,Quest names,64,Phénomènes étranges I
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of ours helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter crashed recently, the rescue operation is dangerous because it is in the middle of the swamp, inaccessible to vehicles.\nYou have to go there and see if you can recover the flight recorder of the helicopter, for the crew I don't think there is much left to do...",Quest descriptions,1024,"Tu as dû voir les corps à l’entrée du bunker, on ne sait pas encore ce qui se passe.\nPlusieurs de nos hélicos se sont écrasés près du marais, sans appel de détresse ni panne, juste… tombés sans raison apparente.\nEn récupérant les premiers corps, on a compris qu’il se passe quelque chose de très étrange là-bas.\nTu as vu l’état des corps ? Mon Dieu, je n’ai jamais rien vu de tel.\nLe dernier hélico s’est crashé récemment. Le sauvetage est risqué, c’est en plein marais, inaccessible aux véhicules.\nTu dois y aller et tenter de récupérer l’enregistreur de vol. Pour l’équipage… je crains qu’il n’y ait plus rien à faire."
Retrieve the flight recorder,Quest objectives,128,Récupérer l’enregistreur de vol
Preparing for battle,Quest names,64,Préparatifs de bataille
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village, which is bad news because that place is infested with Ghouls and we blocked the entrance some time ago.\nI'll try to put together a team to exterminate the village, but we need a lot of resources to do it.\nFor now, we're gathering as many resources as you can.\nYou need to do your part too, Hunter.\nOh! And don't forget the Vodka!",Quest descriptions,1024,"D’après la boîte noire de l’hélico, l’équipage a repéré un étrange cristal violet dans le marais.\nPeu après, il y a eu une décharge de radiation inhabituelle.\nLe cristal serait dans le village du marais, et c’est une mauvaise nouvelle : l’endroit grouille de Ghouls et nous avons bloqué l’entrée il y a un moment.\nJe vais essayer de monter une équipe pour nettoyer le village, mais il nous faut énormément de ressources.\nPour l’instant, on en rassemble autant que possible.\nÀ toi aussi de faire ta part, Chasseur.\nAh, et n’oublie pas la vodka !"
Find 250 scrap ammo,Quest objectives,128,Trouver 250 munitions de ferraille
Clear the Swamp,Quest names,64,Nettoyer le marais
"Here's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so we will try to lure them out with a very bright light, so it will have to be done at night.\nGet into the swamp from 10pm to 3am, my men will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible.\nOne last thing, in the chaos of battle try not to shoot my men, understand?",Quest descriptions,1024,"Voici le plan, Chasseur.\nEntrer dans le village avec tous ces goules serait une véritable condamnation à mort.\nLe village n’a qu’une entrée, donc on va essayer de les attirer avec une lumière très vive, ce qui veut dire de nuit.\nRends-toi dans le marais entre 22 h et 3 h, mes hommes t’y attendront.\nJe te conseille d’emporter une arme automatique ou un fusil à pompe avec grand chargeur pour recharger le moins possible.\nDernière chose : dans le chaos, évite de tirer sur mes hommes, compris ?"
Clear the swamp,Quest objectives,128,Nettoyer le marais
Radioactive meat,Quest names,64,Viande radioactive
"You're new here, huh?\nWell, I'm always looking for someone to help me with my research.\nDon't worry, I'll pay you for every job you do.\nGood! I need some raw meat to conduct experiments, I want to see how radiation has affected the local fauna.",Quest descriptions,1024,"Tu es nouveau ici, hein ?\nJe cherche toujours quelqu’un pour m’aider dans mes recherches.\nT’inquiète, je te paierai pour chaque tâche.\nParfait ! J’ai besoin de viande crue pour des expériences. Je veux voir comment la radiation a affecté la faune locale."
Find 10 raw meat,Quest objectives,128,Trouver 10 viandes crues
Strange crystal p.1,Quest names,64,Cristal étrange I
"I don't know how much you have explored but you may have come across strange crystals, they are found near the anomalies.\nWe don't know what they are yet but they seem to be a result of the strange radiation emanating from the nuclear power station.\nGetting hold of some of the crystals would be great, I can't wait to examine them!\nFire crystals are the most common in the forest, so start by bringing me those.",Quest descriptions,1024,"Je ne sais pas jusqu’où tu as exploré, mais tu as peut-être croisé d’étranges cristaux près des anomalies.\nOn ignore encore ce que c’est, mais ils semblent issus de la radiation inhabituelle de la centrale nucléaire.\nSi tu peux m’en rapporter, ce serait parfait ; j’ai hâte de les examiner !\nLes cristaux de feu sont les plus courants dans la forêt, commence par m’apporter ceux-là."
Find 3 fire crystal,Quest objectives,128,Trouver 3 cristaux de feu
Strange crystal p.2,Quest names,64,Cristal étrange II
"Great! Hope you didn't get burned, Hunter! HAHA!\nBring me more crystals, I will pay you!",Quest descriptions,1024,"Super ! J’espère que tu ne t’es pas brûlé, Chasseur ! HAHA !\nApporte-moi encore des cristaux, je te paierai !"
Find 3 chemical crystal,Quest objectives,128,Trouver 3 cristaux chimiques
no data,Quest names,64,aucune donnée
"I sent one of my scientists into the forest to study the anomalies, but I haven't heard from him for several hours.\nThis doesn't look good, go check it out. His position will be marked on the map.\nIf he is dead, retrieve the analyser from his body.",Quest descriptions,1024,"J’ai envoyé un de mes scientifiques dans la forêt pour étudier les anomalies, mais je n’ai plus de nouvelles depuis des heures.\nÇa n’augure rien de bon. Va vérifier. Sa position sera indiquée sur la carte.\nS’il est mort, récupère l’analyseur sur son corps."
Retrieve the analyzer,Quest objectives,128,Récupérer l’analyseur
Movies,Quest names,64,Films
Hey Hunter!\nSome Hunters managed to get some films on DVD but when we moved here no one thought to bring DVD players or other means of entertainment...\nRetrieve some items for me and I will be able to provide some entertainment for these miserable people,Quest descriptions,1024,"Hé, Chasseur !\nCertains ont récupéré des films en DVD, mais en venant ici, personne n’a pensé à prendre des lecteurs ni rien pour se divertir…\nRapporte-moi quelques objets et je pourrai offrir un peu de distraction à ces pauvres gens."
Find 8 Ghoul tentacles,Quest objectives,128,Trouver 8 tentacules de goule
Pelts p.1,Quest names,64,Peaux I
"Hey Hunter!\nI have a number of very simple jobs to complete.\nI need furs, external radiation is absorbed by the surface layer of the skin and it's a great material for research.\nStart by bringing me some rabbit furs, they are very common on all maps.",Quest descriptions,1024,"Salut, chasseur !\nJ’ai une série de petits boulots très simples à régler.\nIl me faut des fourrures : la couche superficielle de la peau absorbe la radiation externe et c’est un excellent matériau d’étude.\nCommence par m’apporter des peaux de lapin, on en trouve partout sur toutes les cartes."
Find 5 rabbit pelts,Quest objectives,128,Trouver 5 peaux de lapin
Pelts p.2,Quest names,64,Fourrures II
Good! Now you need to fight a bit.\nIf you find a wolf alone and see it running away it will most likely be going to its pack nearby so always move carefully.,Quest descriptions,1024,"Bien ! Maintenant il va falloir te battre un peu.\nSi tu croises un loup seul et qu’il s’enfuit, il rejoint sûrement sa meute tout près, alors avance toujours prudemment."
Find 10 wolf pelts,Quest objectives,128,Trouver 10 peaux de loup
Body parts p.1,Quest names,64,Morceaux de corps I
"OK Hunter! The meat samples you brought me showed genetic mutations caused by radiation.\nI need to know more, I need you to bring me body parts of Boars and Ghouls.",Quest descriptions,1024,"D’accord, chasseur ! Les échantillons de viande que tu m’as apportés montrent des mutations génétiques causées par la radiation.\nJ’ai besoin d’en savoir plus : apporte-moi des parties de corps de sangliers et de goules."
Find 5 boar tusks,Quest objectives,128,Trouver 5 défenses de sanglier
Body parts p.2,Quest names,64,Morceaux de corps II
"Good! Would you be willing to go into more advanced areas?\nI need spider and blink parts, you can find them in the industrial zone but more easily in the swamp",Quest descriptions,1024,"Parfait ! Serais-tu prêt à aller dans des zones plus difficiles ?\nIl me faut des morceaux d’araignées et de cligneurs ; tu peux en trouver dans la zone industrielle, mais plus facilement dans le marais."
Find 8 Ghoul tentacles,Quest objectives,128,Trouver 8 tentacules de goule
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one.",Quest descriptions,1024,"Tu dois connaître le type qui rôde près du centre commercial, un sacré dur.\nBref, son armure est d’une qualité incroyable. Si tu le tues plusieurs fois, je t’en donnerai une."
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of Green Army helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter fell recently, if you hurry you should get there before the Green Army and be able to get the flight recorder.",Quest descriptions,1024,"Tu as dû remarquer les corps à l’entrée du bunker, on ne sait pas encore ce qui se passe.\nDes hélicoptères de l’Armée Verte se sont écrasés près du marais, sans appel de détresse ni avarie, juste écrasés sans raison apparente.\nQuand on a récupéré les premiers corps, on a compris qu’il se passait quelque chose de très étrange dans cette zone.\nTu as vu l’état des corps ? Mon Dieu, je n’ai jamais rien vu de tel.\nLe dernier hélico est tombé récemment ; si tu te dépêches, tu devrais arriver avant l’Armée Verte et récupérer l’enregistreur de vol."
